week_number,work_location,shift_time,department_group,actual_attendance,greykite_forecast,four_week_rolling_avg,six_week_rolling_avg,exponential_smoothing_alpha_2,exponential_smoothing_alpha_4,exponential_smoothing_alpha_6,exponential_smoothing_alpha_8,exponential_smoothing_alpha_1,four_week_rolling_avg_shift2
2024-W41,NJ Newark Lister Ave,AM,Quality,79.71,,83.760683761,85.382059801,85.799138693,86.333862245,87.209954486,87.893128936,88.095238095,83.455
2024-W42,NJ Newark Lister Ave,AM,Quality,79.51,,86.30952381,84.697217676,85.72418883,85.974924114,86.15307932,85.936361956,85.436893204,86.3025
2024-W43,NJ Newark Lister Ave,AM,Quality,77.94,,85.406698565,83.36038961,84.483631816,83.461096559,82.289983031,80.954741133,79.710144928,85.3775
2024-W44,NJ Newark Lister Ave,AM,Quality,84.43,,83.212560386,84.10543131,83.472380353,81.887744219,80.630249643,79.802921557,79.512195122,83.19
2024-W45,NJ Newark Lister Ave,AM,Quality,84.83,,80.656934307,83.212851406,82.35545674,80.317471443,79.022659594,78.315559123,77.941176471,80.65
2024-W46,NJ Newark Lister Ave,AM,Quality,85.98,,80.434782609,82.556270096,82.787377127,81.996934509,82.314515759,83.246196565,84.433962264,80.39750000000001
2024-W47,NJ Newark Lister Ave,AM,Quality,91.39,,81.730769231,82.008032129,83.207822811,83.142063387,83.831753404,84.517193527,84.834123223,81.67750000000001
2024-W48,NJ Newark Lister Ave,AM,Quality,80.84,,83.353151011,82.122905028,83.780876376,84.293546215,85.130617655,85.691898494,85.981308411,83.295
2024-W49,NJ Newark Lister Ave,AM,Quality,74.06,,86.643026005,84.06374502,85.3130925,87.11441727,88.859834367,90.229416728,91.387559809,86.6575
2024-W50,NJ Newark Lister Ave,AM,Quality,88.57,,85.731132075,84.256329114,84.396480319,84.578362738,84.015996449,82.689718502,80.841121495,85.76
2024-W51,NJ Newark Lister Ave,AM,Quality,82.04,,83.038869258,83.56918239,82.303330366,80.366606616,78.046660033,75.790874864,74.056603774,83.06750000000001
2024-W52,NJ Newark Lister Ave,AM,Quality,73.63,,83.668639053,84.251968504,83.55958099,83.631313141,84.334886449,85.993600349,88.571428571,83.715
2025-W01,NJ Newark Lister Ave,AM,Quality,71.67,,81.35391924,83.794466403,83.259579601,83.003659541,82.970211971,82.843389008,82.038834951,81.3775
2025-W02,NJ Newark Lister Ave,AM,Quality,65.79,,79.613992762,81.78913738,81.392357218,79.343056268,77.443689473,75.517083326,73.631840796,79.57499999999999
2025-W03,NJ Newark Lister Ave,AM,Quality,89.18,,78.763127188,78.332034295,79.209086285,75.985778972,73.75480434,72.336503093,71.666666667,78.97749999999999
2025-W04,NJ Newark Lister Ave,AM,Quality,78.97,,73.028571429,75.713184271,76.384664325,71.813976303,68.954661552,67.119179422,65.789473684,73.2825
2025-W05,NJ Newark Lister Ave,AM,Quality,88.61,,74.507531866,78.029710711,78.724187109,78.188670614,80.313995048,84.151457485,89.175257732,75.0675
2025-W06,NJ Newark Lister Ave,AM,Quality,100.58,,75.729288215,76.424050633,78.770936715,78.487900511,79.529840696,80.035015309,78.974358974,76.4025
2025-W07,NJ Newark Lister Ave,AM,Quality,118.03,,80.097680098,77.46031746,80.688626663,82.504820616,85.003221504,86.937762569,88.613861386,80.6375
2025-W08,NJ Newark Lister Ave,AM,Quality,84.06,,88.990825688,81.316003249,84.105248908,89.015842675,93.7566756,97.498525912,100.581395349,89.335
2025-W09,NJ Newark Lister Ave,AM,Quality,85.29,,91.746031746,85.646387833,86.505721132,94.10925137,101.829275745,109.377952097,118.032786885,96.54749999999999
2025-W10,NJ Newark Lister Ave,AM,Quality,84.54,,93.146417445,89.71871969,85.940682006,89.101859459,88.708834562,86.398983015,84.057971014,97.82
2025-W11,NJ Newark Lister Ave,AM,Quality,85.0,,92.080745342,88.952929875,85.797528022,87.388269435,86.505446455,85.496032003,85.294117647,96.99
2025-W12,NJ Newark Lister Ave,AM,Quality,87.06,,87.628865979,89.933523267,85.522040961,86.15780489,85.286028316,84.726625556,84.541062802,92.98
2025-W13,NJ Newark Lister Ave,AM,Quality,86.27,,84.718826406,89.248334919,85.412745377,85.682700697,85.114437449,84.944120444,85.0,84.7225
2025-W14,NJ Newark Lister Ave,AM,Quality,87.38,,85.467980296,87.037037037,85.756745741,86.245647715,86.286843056,86.640383493,87.064676617,85.4725
2025-W15,NJ Newark Lister Ave,AM,Quality,88.83,,85.714285714,85.363859362,85.864946852,86.257422026,86.27939362,86.346827344,86.274509804,85.7175
2025-W16,NJ Newark Lister Ave,AM,Quality,72.4,,86.43649815,85.924713584,86.180892536,86.713853909,86.943266924,87.174363553,87.378640777,86.42750000000001
2025-W17,NJ Newark Lister Ave,AM,Quality,82.26,,87.376237624,86.502057613,86.710375157,87.547558792,88.059443575,88.489538883,88.83248731,87.385
2025-W18,NJ Newark Lister Ave,AM,Quality,78.72,,83.854818523,84.583333333,83.909450866,81.639170097,78.81654237,75.703757564,72.395833333,83.72
2025-W19,NJ Newark Lister Ave,AM,Quality,86.73,,82.842509603,84.148397976,83.593118003,81.878282406,80.84128617,80.906147684,82.258064516,82.7175
2025-W20,NJ Newark Lister Ave,AM,Quality,84.1,,80.602883355,82.779198636,82.644206911,80.634470407,79.57511016,79.158963825,78.723404255,80.5525
2025-W21,NJ Newark Lister Ave,AM,Quality,88.66,,80.052493438,82.832618026,83.472585265,83.114479972,83.936042593,85.270098365,86.734693878,80.0275
2025-W22,NJ Newark Lister Ave,AM,Quality,86.22,,83.006535948,82.235701906,83.599325901,83.512351783,84.036352538,84.335475398,84.102564103,82.9525
2025-W23,NJ Newark Lister Ave,AM,Quality,78.11,,84.605433376,82.189400521,84.612029347,85.573195987,86.809112866,87.791809657,88.659793814,84.55250000000001
2025-W24,NJ Newark Lister Ave,AM,Quality,88.89,,86.42765685,84.502164502,84.937332092,85.835460343,86.456967285,86.535614616,86.224489796,86.4275
2025-W25,NJ Newark Lister Ave,AM,Quality,75.38,,84.223918575,83.760683761,83.534380682,82.685772911,81.390346245,79.758507022,78.109452736,84.27250000000001
2025-W26,NJ Newark Lister Ave,AM,Quality,85.71,,85.424588086,85.423728814,84.615568993,85.172922771,85.883167335,87.04862252,88.888888889,85.47
2025-W27,NJ Newark Lister Ave,AM,Quality,87.83,,82.115869018,83.516483516,82.74615958,81.237063421,79.570233886,77.70546089,75.376884422,82.15
2025-W28,NJ Newark Lister Ave,AM,Quality,90.26,,81.989924433,83.783783784,83.33811056,83.016415504,83.236380445,84.093765988,85.714285714,82.0225
2025-W29,NJ Newark Lister Ave,AM,Quality,84.54,,84.398976982,83.630195081,84.208785221,84.892855607,85.946593253,87.059528977,87.830687831,84.45249999999999
2025-W30,NJ Newark Lister Ave,AM,Quality,86.67,,84.724005135,84.295415959,85.418094483,87.045148337,88.54724029,89.62885267,90.256410256,84.795
2025-W31,NJ Newark Lister Ave,AM,Quality,90.53,,87.080103359,85.397096499,85.242441622,86.04269236,86.140017067,85.55506916,84.536082474,87.08500000000001
2025-W32,NJ Newark Lister Ave,AM,Quality,86.1,,87.322121604,85.017123288,85.527487969,86.292877527,86.456684069,86.445241352,86.666666667,87.325
2025-W33,NJ Newark Lister Ave,AM,Quality,96.32,,87.984496124,87.575496117,86.507196265,87.962339648,88.875129118,89.69367368,90.526315789,88.00000000000001
2025-W34,NJ Newark Lister Ave,AM,Quality,82.54,,86.945169713,87.652173913,86.427361489,87.229362369,87.224866671,86.827880088,86.096256684,86.96
2025-W35,NJ Newark Lister Ave,AM,Quality,96.2,,89.895013123,89.052997394,88.384349573,90.858971082,92.691697428,94.435888891,96.315789474,89.90499999999999
2025-W36,NJ Newark Lister Ave,AM,Quality,86.34,,88.888888889,87.772925764,87.230119371,87.544510915,86.607870328,84.92454439,82.53968254,88.8725
2025-W37,NJ Newark Lister Ave,AM,Quality,84.82,,90.266666667,89.691629956,88.967277479,90.941214407,92.295877627,93.891607988,96.195652174,90.28999999999999
2025-W38,NJ Newark Lister Ave,AM,Quality,87.37,,90.348525469,89.670525378,88.45703074,89.126742108,88.745621937,87.862685003,86.338797814,90.35000000000001
2025-W39,NJ Newark Lister Ave,AM,Quality,89.85,,87.416331995,88.701067616,87.721398297,87.373401458,86.35443233,85.406404267,84.816753927,87.47500000000001
2025-W40,NJ Newark Lister Ave,AM,Quality,80.58,,88.636363636,88.908606921,87.650514143,87.37139538,86.965017659,86.976875845,87.368421053,88.6825
2024-W12,NJ Newark Lister Ave,AM,Shipping,89.58,,,,91.029900332,91.029900332,91.029900332,91.029900332,91.029900332,86.22
2024-W13,NJ Newark Lister Ave,AM,Shipping,92.5,,,,91.029900332,91.029900332,91.029900332,91.029900332,91.029900332,88.625
2024-W14,NJ Newark Lister Ave,AM,Shipping,89.56,,,,90.750670241,90.46653144,90.177353342,89.883000688,89.583333333,88.94333333333333
2024-W15,NJ Newark Lister Ave,AM,Shipping,97.31,,89.937666963,,91.083061889,91.253281747,91.545148626,91.960867716,92.5,89.8325
2024-W16,NJ Newark Lister Ave,AM,Shipping,89.07,,90.651801029,,90.777027943,90.566450589,90.336352938,90.02258319,89.562289562,90.6675
2024-W17,NJ Newark Lister Ave,AM,Shipping,82.72,,92.254733219,91.147350029,92.089349423,93.287229589,94.544951831,95.861335579,97.306397306,92.2375
2024-W18,NJ Newark Lister Ave,AM,Shipping,84.46,,92.091836735,91.501416431,91.475546625,91.575262644,91.231516453,90.410347002,89.072847682,92.11
2024-W19,NJ Newark Lister Ave,AM,Shipping,87.58,,89.640768588,90.084985836,89.705684737,88.009094595,86.11525926,84.260985002,82.724252492,89.665
2024-W20,NJ Newark Lister Ave,AM,Shipping,86.56,,88.377926421,89.227298364,88.661143258,86.597325991,85.127518909,84.419232494,84.459459459,88.39
2024-W21,NJ Newark Lister Ave,AM,Shipping,92.95,,85.964912281,88.442211055,88.445306588,86.992194934,86.601897288,86.952668982,87.583892617,85.9575
2024-W22,NJ Newark Lister Ave,AM,Shipping,88.05,,85.333333333,87.937743191,88.060108985,86.815774929,86.574933649,86.634935117,86.557377049,85.33
2024-W23,NJ Newark Lister Ave,AM,Shipping,89.47,,87.886382623,87.222222222,89.03614161,89.257447236,90.380559862,91.670612923,92.953020134,87.88749999999999
2024-W24,NJ Newark Lister Ave,AM,Shipping,88.08,,88.77721943,87.046342825,88.842883876,88.782740948,88.997566756,88.789827194,88.054607509,88.785
2024-W25,NJ Newark Lister Ave,AM,Shipping,91.64,,89.25,88.182831661,88.97119733,89.063007783,89.286405012,89.340454794,89.473684211,89.25750000000001
2024-W26,NJ Newark Lister Ave,AM,Shipping,86.36,,89.640768588,88.777777778,88.791374355,88.667850736,88.560962284,88.331696832,88.079470199,89.6375
2024-W27,NJ Newark Lister Ave,AM,Shipping,85.57,,89.315525876,89.450305386,89.360069642,89.852262851,90.401589364,90.972062053,91.638795987,89.31
2024-W28,NJ Newark Lister Ave,AM,Shipping,88.56,,88.870568838,89.412416851,88.747114645,88.434724047,87.953338423,87.265106024,86.363636364,88.8875
2024-W29,NJ Newark Lister Ave,AM,Shipping,93.44,,87.891268534,88.18332413,88.105940532,87.286277617,86.525212997,85.913208081,85.573770492,87.9125
2024-W30,NJ Newark Lister Ave,AM,Shipping,90.3,,88.013136289,88.26754386,88.198157873,87.798692588,87.749071344,88.033334598,88.562091503,88.0325
2024-W31,NJ Newark Lister Ave,AM,Shipping,93.65,,88.480392157,88.931506849,89.253349093,90.057365521,91.162663316,92.358346636,93.442622951,88.4825
2024-W32,NJ Newark Lister Ave,AM,Shipping,89.14,,89.442567568,89.279731993,89.442515718,90.146470838,90.671462154,90.754952218,90.298507463,89.4675
2024-W33,NJ Newark Lister Ave,AM,Shipping,88.78,,91.511035654,89.614740369,90.289583273,91.571495841,92.495178462,93.104413276,93.64548495,91.4875
2024-W34,NJ Newark Lister Ave,AM,Shipping,89.04,,91.666666667,90.095131505,90.056138541,90.580582475,90.454181165,89.916299289,89.144736842,91.6325
2024-W35,NJ Newark Lister Ave,AM,Shipping,90.24,,90.459965928,90.644257703,89.797388009,89.852402393,89.444229452,89.005795651,88.778877888,90.4675
2024-W36,NJ Newark Lister Ave,AM,Shipping,72.8,,90.14084507,90.730337079,89.644462383,89.525329124,89.199803515,89.030365438,89.03654485,90.1525
2024-W37,NJ Newark Lister Ave,AM,Shipping,91.13,,89.294605809,90.180586907,89.761913863,89.80757598,89.81781674,89.99180099,90.235690236,89.30000000000001
2024-W38,NJ Newark Lister Ave,AM,Shipping,90.24,,85.628227194,87.592067989,86.722955715,83.549919059,80.162989517,76.613897513,72.796934866,85.215
2024-W39,NJ Newark Lister Ave,AM,Shipping,90.94,,86.197916667,87.15179079,87.607469135,86.638666347,86.896534665,88.422293324,91.126279863,85.8025
2024-W40,NJ Newark Lister Ave,AM,Shipping,84.97,,86.467486819,87.313432836,88.127901132,88.079318607,88.907111434,89.87848984,90.243902439,86.10249999999999
2024-W41,NJ Newark Lister Ave,AM,Shipping,92.11,,86.613475177,87.659327926,88.684608258,89.223210722,90.127828133,90.728183914,90.940766551,86.2775
2024-W42,NJ Newark Lister Ave,AM,Shipping,84.7,,89.33217693,86.966686148,87.948974033,87.524119408,87.033946632,86.121025068,84.965034965,89.32
2024-W43,NJ Newark Lister Ave,AM,Shipping,87.55,,89.520426288,87.202380952,88.725972221,89.274820122,89.986384162,90.836762571,92.105263158,89.565
2024-W44,NJ Newark Lister Ave,AM,Shipping,83.2,,88.166214995,89.033787789,87.959024,87.487199575,86.844245725,85.936013676,84.701492537,88.17999999999999
2024-W45,NJ Newark Lister Ave,AM,Shipping,89.24,,87.281105991,88.42676311,87.88050737,87.510695415,87.262555125,87.221631544,87.547169811,87.3325
2024-W46,NJ Newark Lister Ave,AM,Shipping,88.37,,86.939942803,87.299630086,87.021404257,85.867468838,84.8902415,84.044188398,83.2,86.89
2024-W47,NJ Newark Lister Ave,AM,Shipping,85.5,,86.170212766,86.948297604,87.437349752,87.182084196,87.477696489,88.196192209,89.243027888,86.1725
2024-W48,NJ Newark Lister Ave,AM,Shipping,79.22,,87.109375,87.548138639,87.61860759,87.658310669,88.018231971,88.337633524,88.372093023,87.09
2024-W49,NJ Newark Lister Ave,AM,Shipping,74.52,,86.581782566,86.422136422,87.199371463,86.785220416,86.491341534,86.055213707,85.496183206,86.5775
2024-W50,NJ Newark Lister Ave,AM,Shipping,88.08,,85.575048733,85.528877352,85.652522714,83.78932211,82.157599114,80.608952504,79.215686275,85.5825
2024-W51,NJ Newark Lister Ave,AM,Shipping,84.44,,81.914893617,83.32247557,83.454176139,80.069482818,77.558280199,75.725082946,74.517374517,81.9025
2024-W52,NJ Newark Lister Ave,AM,Shipping,70.68,,81.853281853,84.142394822,84.372006111,83.285596166,83.88752922,85.618446237,88.076923077,81.83
2025-W01,NJ Newark Lister Ave,AM,Shipping,80.48,,81.57129001,83.3655706,84.384572611,83.743604557,84.215338248,84.674301998,84.435797665,81.565
2025-W02,NJ Newark Lister Ave,AM,Shipping,66.78,,79.366602687,80.372033355,81.600483724,78.422778032,75.992026136,73.404506526,70.676691729,79.43
2025-W03,NJ Newark Lister Ave,AM,Shipping,87.92,,80.837209302,79.546884833,81.356154146,79.300842065,78.796822319,79.173893601,80.479452055,80.92
2025-W04,NJ Newark Lister Ave,AM,Shipping,85.24,,75.335120643,77.228327228,78.134564141,73.971016893,71.352414605,69.140056049,66.776315789,75.595
2025-W05,NJ Newark Lister Ave,AM,Shipping,92.19,,76.220053239,79.379562044,80.034286647,79.302000133,80.871500788,83.775596866,87.924528302,76.465
2025-W06,NJ Newark Lister Ave,AM,Shipping,106.5,,79.681978799,78.972809668,81.068899333,81.643709237,83.470230869,84.946052437,85.239852399,80.105
2025-W07,NJ Newark Lister Ave,AM,Shipping,69.23,,82.506762849,80.263947211,83.269548244,85.809022288,88.670644128,90.734304809,92.19330855,83.0325
2025-W08,NJ Newark Lister Ave,AM,Shipping,89.78,,92.673644148,85.731633273,87.554660572,93.584098423,98.957075177,103.114151719,106.504065041,92.9625
2025-W09,NJ Newark Lister Ave,AM,Shipping,91.98,,91.348314607,85.606579849,85.9273708,88.486688493,87.698525727,81.971622588,69.230769231,88.29
2025-W10,NJ Newark Lister Ave,AM,Shipping,92.52,,92.721164614,90.412876137,86.799393732,89.106569625,89.185101431,88.933990408,89.781021898,89.425
2025-W11,NJ Newark Lister Ave,AM,Shipping,91.0,,92.663656885,91.164095372,87.903293416,90.352418765,90.950303428,91.405014624,91.984732824,89.3725
2025-W12,NJ Newark Lister Ave,AM,Shipping,92.59,,88.814317673,92.547906317,88.850014346,91.244379168,91.898922187,92.293411765,92.519685039,85.8775
2025-W13,NJ Newark Lister Ave,AM,Shipping,89.02,,91.313131313,92.388059701,89.211101008,91.158676935,91.410491159,91.312583479,91.0,91.32
2025-W14,NJ Newark Lister Ave,AM,Shipping,89.45,,92.089249493,89.882697947,89.957827509,91.791101859,92.175450864,92.383396449,92.592592593,92.02250000000001
2025-W15,NJ Newark Lister Ave,AM,Shipping,93.99,,91.317671093,91.155115512,89.763813656,90.655439634,90.268003628,89.69909881,89.019607843,91.2825
2025-W16,NJ Newark Lister Ave,AM,Shipping,88.89,,90.519877676,91.115564462,89.69980111,90.166402195,89.776878836,89.502264347,89.453125,90.515
2025-W17,NJ Newark Lister Ave,AM,Shipping,88.51,,91.308500478,91.472351765,90.60443992,91.744538678,92.344767221,93.115787961,93.984962406,91.2625
2025-W18,NJ Newark Lister Ave,AM,Shipping,90.99,,90.379008746,90.860573716,90.261331641,90.616917067,90.302176698,89.76613187,88.888888889,90.33749999999999
2025-W19,NJ Newark Lister Ave,AM,Shipping,98.44,,90.241545894,90.448717949,89.900255586,89.761179632,89.215688187,88.752696416,88.505747126,90.21000000000001
2025-W20,NJ Newark Lister Ave,AM,Shipping,84.48,,90.612648221,90.151017728,90.103139363,90.22238543,90.233258572,90.500219197,90.987124464,90.595
2025-W21,NJ Newark Lister Ave,AM,Shipping,95.42,,91.724825523,91.737704918,91.810335352,93.583545129,95.266215183,96.948567352,98.443579767,91.7075
2025-W22,NJ Newark Lister Ave,AM,Shipping,94.58,,91.135135135,91.268191268,90.728407924,90.710467273,89.775059856,87.80867177,84.482758621,90.605
2025-W23,NJ Newark Lister Ave,AM,Shipping,88.84,,93.088552916,91.521890202,91.748657924,92.792230401,93.484641548,94.252497636,95.419847328,92.3325
2025-W24,NJ Newark Lister Ave,AM,Shipping,89.02,,93.997856377,92.501751927,92.313799352,93.513941253,94.144728238,94.515506893,94.583333333,93.23
2025-W25,NJ Newark Lister Ave,AM,Shipping,86.8,,91.444444444,92.661870504,91.658146167,91.712815795,91.048183071,90.044446702,88.839285714,90.83000000000001
2025-W26,NJ Newark Lister Ave,AM,Shipping,88.69,,92.048929664,92.280453258,91.099615257,90.575449042,89.781923418,89.206504204,89.019607843,91.965
2025-W27,NJ Newark Lister Ave,AM,Shipping,92.09,,89.783281734,90.177935943,90.213980449,89.03393024,87.978658587,87.280531323,86.8,89.81
2025-W28,NJ Newark Lister Ave,AM,Shipping,92.66,,88.315789474,90.633608815,89.931011711,88.903913798,88.384278856,88.377638816,88.687782805,88.3375
2025-W29,NJ Newark Lister Ave,AM,Shipping,92.69,,89.054197662,89.964412811,90.328789109,90.111004414,90.542013542,91.317728394,92.093023256,89.14999999999999
2025-W30,NJ Newark Lister Ave,AM,Shipping,93.24,,89.803012746,89.493293592,90.699163533,90.980720115,91.693623388,92.341170499,92.655367232,90.06
2025-W31,NJ Newark Lister Ave,AM,Shipping,92.78,,91.466346154,90.127150337,91.09328899,91.689102029,92.321537976,92.632512534,92.694063927,91.5325
2025-W32,NJ Newark Lister Ave,AM,Shipping,91.2,,92.677070828,90.874233129,91.523749046,92.328247423,92.887453488,93.125442774,93.243243243,92.66999999999999
2025-W33,NJ Newark Lister Ave,AM,Shipping,90.48,,92.857142857,91.977309562,91.735293926,92.48882962,92.826640476,92.859158319,92.777777778,92.8425
2025-W34,NJ Newark Lister Ave,AM,Shipping,91.06,,92.47311828,92.432872254,91.627944699,91.95329115,91.813042142,91.499556478,91.203703704,92.4775
2025-W35,NJ Newark Lister Ave,AM,Shipping,84.3,,92.069892473,92.280701754,91.480118525,91.527399158,91.175821259,90.777586675,90.476190476,91.92500000000001
2025-W36,NJ Newark Lister Ave,AM,Shipping,89.3,,91.40625,91.976840364,91.379175,91.299653723,91.092656579,91.021494303,91.056910569,91.38000000000001
2025-W37,NJ Newark Lister Ave,AM,Shipping,90.32,,89.14919852,90.436933223,89.874000321,88.34499569,86.930750154,85.659671111,84.304932735,89.25999999999999
2025-W38,NJ Newark Lister Ave,AM,Shipping,88.94,,88.618925831,89.728353141,89.770205973,88.701293684,88.266026461,88.46629548,89.304812834,88.785
2025-W39,NJ Newark Lister Ave,AM,Shipping,90.78,,88.774341352,89.382716049,89.885752546,89.378844924,89.541122414,89.983063853,90.322580645,88.74499999999999
2025-W40,NJ Newark Lister Ave,AM,Shipping,89.07,,88.151658768,88.980263158,89.689737586,89.198712065,89.175786667,89.145179753,88.940092166,88.21499999999999
2024-W12,NJ Newark Lister Ave,AM,Warehouse,91.74,,,,88.936170213,88.936170213,88.936170213,88.936170213,88.936170213,86.89
2024-W13,NJ Newark Lister Ave,AM,Warehouse,90.95,,,,88.936170213,88.936170213,88.936170213,88.936170213,88.936170213,87.91499999999999
2024-W14,NJ Newark Lister Ave,AM,Warehouse,86.27,,,,89.509306261,90.07569386,90.635451505,91.188694929,91.73553719,89.19
2024-W15,NJ Newark Lister Ave,AM,Warehouse,92.92,,89.740820734,,89.803129732,90.428547607,90.823256584,90.99455715,90.946502058,89.63
2024-W16,NJ Newark Lister Ave,AM,Warehouse,94.63,,89.506820567,,89.107004088,88.792550859,88.128193848,87.242447979,86.266094421,89.475
2024-W17,NJ Newark Lister Ave,AM,Warehouse,86.86,,90.501043841,89.706933524,89.877213791,90.454127301,91.018658869,91.801182354,92.916666667,90.47
2024-W18,NJ Newark Lister Ave,AM,Warehouse,85.78,,91.231732777,90.940766551,90.841995591,92.139271744,93.196718913,94.068372919,94.628099174,91.1925
2024-W19,NJ Newark Lister Ave,AM,Warehouse,86.44,,90.220820189,90.598885794,90.052729458,90.049336428,89.426868856,88.331435121,86.86440678,90.17
2024-W20,NJ Newark Lister Ave,AM,Warehouse,87.55,,90.105263158,89.621318373,89.214324465,88.367178707,87.258135665,86.295889617,85.775862069,90.04749999999999
2024-W21,NJ Newark Lister Ave,AM,Warehouse,82.2,,88.477801268,88.865398168,88.66089984,87.596099666,86.766276868,86.412013968,86.440677966,88.42750000000001
2024-W22,NJ Newark Lister Ave,AM,Warehouse,87.5,,86.659551761,89.076814658,88.442120924,87.579242891,87.236812716,87.323441151,87.553648069,86.6575
2024-W23,NJ Newark Lister Ave,AM,Warehouse,85.71,,85.485592316,87.279151943,87.193719137,85.421837539,84.206148277,83.218636106,82.203389831,85.4925
2024-W24,NJ Newark Lister Ave,AM,Warehouse,87.75,,85.939139559,86.066150598,87.257468512,86.279609224,86.224207964,86.678616867,87.5,85.92250000000001
2024-W25,NJ Newark Lister Ave,AM,Warehouse,88.16,,85.758835759,85.874125874,86.941929617,86.050867317,85.917186679,85.907466213,85.714285714,85.74
2024-W26,NJ Newark Lister Ave,AM,Warehouse,87.45,,85.845213849,86.216402481,87.110052818,86.747165675,87.030679996,87.388370216,87.747035573,85.79
2024-W27,NJ Newark Lister Ave,AM,Warehouse,88.33,,87.285570131,86.506849315,87.322560143,87.311503309,87.705319674,88.005054375,88.163265306,87.28
2024-W28,NJ Newark Lister Ave,AM,Warehouse,83.33,,87.270875764,86.493860846,87.347269431,87.365052199,87.552734843,87.561871246,87.447698745,87.26750000000001
2024-W29,NJ Newark Lister Ave,AM,Warehouse,84.87,,87.92221085,87.482993197,87.543124264,87.749340695,88.019449965,88.17880607,88.333333333,87.9225
2024-W30,NJ Newark Lister Ave,AM,Warehouse,87.37,,86.825726141,86.798905609,86.705810447,85.991238431,85.211735978,84.302722979,83.333333333,86.8175
2024-W31,NJ Newark Lister Ave,AM,Warehouse,88.14,,85.997910136,86.666666667,86.343495254,85.547825258,85.009857455,84.758930519,84.87394958,85.995
2024-W32,NJ Newark Lister Ave,AM,Warehouse,86.97,,85.917030568,86.571428571,86.519246944,86.195938835,86.319852125,86.768751641,87.373737374,85.975
2024-W33,NJ Newark Lister Ave,AM,Warehouse,88.75,,85.855263158,86.55643422,86.846811199,86.99805017,87.450748734,87.890671534,88.13559322,85.9275
2024-W34,NJ Newark Lister Ave,AM,Warehouse,83.88,,86.813186813,86.474820144,86.872852882,86.988512272,87.159968547,87.153017228,86.974789916,86.8375
2024-W35,NJ Newark Lister Ave,AM,Warehouse,81.67,,87.828947368,86.54676259,87.256042577,87.707182421,88.124046193,88.434444278,88.75,87.8075
2024-W36,NJ Newark Lister Ave,AM,Warehouse,74.52,,86.924686192,86.637931034,86.566045047,86.152196282,85.56111669,84.786127645,83.884297521,86.935
2024-W37,NJ Newark Lister Ave,AM,Warehouse,81.85,,85.3125,86.083213773,85.574641527,84.348876678,83.22521899,82.293583418,81.666666667,85.3175
2024-W38,NJ Newark Lister Ave,AM,Warehouse,86.53,,82.47311828,84.188034188,83.586872444,80.737728556,78.305150306,76.261396221,74.519230769,82.205
2024-W39,NJ Newark Lister Ave,AM,Warehouse,90.95,,80.703624733,83.121468927,83.220826084,81.209123889,80.532568301,80.860556591,81.85483871,80.47999999999999
2024-W40,NJ Newark Lister Ave,AM,Warehouse,82.77,,81.402763018,83.063949403,83.905835489,83.390698737,84.178221544,85.410374438,86.530612245,81.1425
2024-W41,NJ Newark Lister Ave,AM,Warehouse,87.4,,83.792372881,83.450210379,85.343526424,86.442785984,88.246871205,89.834694432,90.946502058,83.4625
2024-W42,NJ Newark Lister Ave,AM,Warehouse,87.87,,85.523613963,83.263009845,84.829450142,84.984583931,84.987490669,84.21024789,82.773109244,85.525
2024-W43,NJ Newark Lister Ave,AM,Warehouse,86.08,,86.929460581,84.225352113,85.342545998,85.944913061,86.427574584,86.755769204,87.394957983,86.9125
2024-W44,NJ Newark Lister Ave,AM,Warehouse,82.72,,87.285570131,86.253369272,85.903674707,86.774492442,87.336072197,87.667934732,87.867647059,87.2475
2024-W45,NJ Newark Lister Ave,AM,Warehouse,88.13,,86.092066601,86.944996687,85.942244008,86.48361212,86.56664872,86.390797191,86.080586081,86.03
2024-W46,NJ Newark Lister Ave,AM,Warehouse,88.93,,85.971563981,86.263020833,85.254292036,84.939228114,84.242869874,83.453438674,82.720588235,86.0175
2024-W47,NJ Newark Lister Ave,AM,Warehouse,90.71,,86.210045662,85.868873329,85.870559222,86.251880472,86.601621861,87.2108019,88.129496403,86.2
2024-W48,NJ Newark Lister Ave,AM,Warehouse,78.7,,86.491387126,86.856788593,86.520404727,87.345379004,88.008151292,88.58818754,88.928571429,86.465
2024-W49,NJ Newark Lister Ave,AM,Warehouse,75.0,,87.657657658,87.432024169,87.40062114,88.710030479,89.636629721,90.289849346,90.714285714,87.62249999999999
2024-W50,NJ Newark Lister Ave,AM,Warehouse,80.67,,86.6367713,85.903614458,85.607848492,84.701767016,83.09541379,81.037439008,78.700361011,86.6175
2024-W51,NJ Newark Lister Ave,AM,Warehouse,87.22,,83.378256963,84.064942874,83.44140628,80.826924927,78.251293985,76.21299125,75.0,83.33500000000001
2024-W52,NJ Newark Lister Ave,AM,Warehouse,77.99,,81.306715064,83.734939759,82.889062111,80.76484015,79.685481018,79.758631109,80.669144981,81.27
2025-W01,NJ Newark Lister Ave,AM,Warehouse,77.49,,80.330882353,83.555825243,83.744499119,83.303458224,84.163944192,85.706204541,87.218045113,80.39750000000001
2025-W02,NJ Newark Lister Ave,AM,Warehouse,77.05,,80.166821131,81.723716381,82.596798489,81.187805851,80.459053756,79.524191655,77.985074627,80.22
