WEEK_BEGIN,WORK_LOCATION,SHIFT_TIME,DEPARTMENT_GROUP,ACTUAL_ATTENDANCE_RATE,GREYKITE_FORECAST,MOVING_AVG_4WEEK_FORECAST,TRAINING_WEEKS_USED,TRAINING_END_DATE,GAP_WEEKS
2024-10-22,AZ Phoenix,PM,Production,81.93,,80.34,144,2024-10-08,1
2024-10-22,AZ Phoenix,PM,Quality,88.76,,89.58500000000001,33,2024-10-08,1
2024-10-22,AZ Phoenix,PM,Shipping,88.89,,96.5925,33,2024-10-08,1
2024-10-22,AZ Phoenix,PM,Warehouse,98.04,,93.49249999999999,33,2024-10-08,1
2024-10-22,CO Aurora,AM,Production,90.86,,89.46000000000001,142,2024-10-08,1
2024-10-22,CO Aurora,AM,Quality,81.82,,89.1775,33,2024-10-08,1
2024-10-22,CO Aurora,AM,Shipping,91.67,,87.5,33,2024-10-08,1
2024-10-22,CO Aurora,AM,Warehouse,90.0,,85.2525,33,2024-10-08,1
2024-10-22,CO Aurora,PM,Production,88.99,,91.22,142,2024-10-08,1
2024-10-22,CO Aurora,PM,Quality,93.75,,79.94,33,2024-10-08,1
2024-10-22,CO Aurora,PM,Shipping,75.0,,77.265,33,2024-10-08,1
2024-10-22,CO Aurora,PM,Warehouse,80.56,,89.965,33,2024-10-08,1
2024-10-22,NJ Newark Lister Ave,AM,Production,93.45,,91.65999999999998,144,2024-10-08,1
2024-10-22,NJ Newark Lister Ave,AM,Quality,84.43,,83.19,33,2024-10-08,1
2024-10-22,NJ Newark Lister Ave,AM,Shipping,83.2,,88.17999999999999,33,2024-10-08,1
2024-10-22,NJ Newark Lister Ave,AM,Warehouse,82.72,,87.2475,33,2024-10-08,1
2024-10-22,NJ Newark Lister Ave,PM,Production,85.44,,88.03750000000001,144,2024-10-08,1
2024-10-22,NJ Newark Lister Ave,PM,Quality,84.25,,84.2025,33,2024-10-08,1
2024-10-22,NJ Newark Lister Ave,PM,Shipping,74.03,,83.55,33,2024-10-08,1
2024-10-22,NJ Newark Lister Ave,PM,Warehouse,87.29,,85.09,33,2024-10-08,1
2024-10-22,NJ Swedesboro Commerce Blvd,AM,Production,89.49,,88.17000000000002,142,2024-10-08,1
2024-10-22,NJ Swedesboro Commerce Blvd,AM,Quality,83.33,,82.2525,33,2024-10-08,1
2024-10-22,NJ Swedesboro Commerce Blvd,AM,Shipping,93.75,,85.11,33,2024-10-08,1
2024-10-22,NJ Swedesboro Commerce Blvd,AM,Warehouse,87.36,,85.5175,33,2024-10-08,1
2024-10-22,NJ Swedesboro Commerce Blvd,PM,Production,88.47,,89.86749999999999,142,2024-10-08,1
2024-10-22,NJ Swedesboro Commerce Blvd,PM,Quality,89.83,,89.95750000000001,33,2024-10-08,1
2024-10-22,NJ Swedesboro Commerce Blvd,PM,Shipping,80.77,,92.185,33,2024-10-08,1
2024-10-22,NJ Swedesboro Commerce Blvd,PM,Warehouse,90.48,,84.2025,33,2024-10-08,1
2024-10-22,TX Grand Prairie Post and Paddock,AM,Production,83.03,,82.9275,144,2024-10-08,1
2024-10-22,TX Grand Prairie Post and Paddock,AM,Shipping,81.25,,83.7175,33,2024-10-08,1
2024-10-22,TX Grand Prairie Post and Paddock,AM,Warehouse,88.46,,85.6275,33,2024-10-08,1
2024-10-22,TX Grand Prairie Post and Paddock,PM,Production,84.46,,85.53,144,2024-10-08,1
2024-10-22,TX Grand Prairie Post and Paddock,PM,Shipping,63.16,,81.77000000000001,33,2024-10-08,1
2024-10-22,TX Grand Prairie Post and Paddock,PM,Warehouse,82.0,,84.61500000000001,33,2024-10-08,1
2024-10-22,TX Irving,AM,Production,88.39,,86.6675,144,2024-10-08,1
2024-10-22,TX Irving,AM,Quality,87.94,,94.86749999999999,33,2024-10-08,1
2024-10-22,TX Irving,AM,Shipping,84.13,,87.61500000000001,33,2024-10-08,1
2024-10-22,TX Irving,AM,Warehouse,91.13,,87.99249999999999,33,2024-10-08,1
2024-10-22,TX Irving,PM,Production,84.78,,84.44250000000001,144,2024-10-08,1
2024-10-22,TX Irving,PM,Quality,82.96,,87.14500000000001,33,2024-10-08,1
2024-10-22,TX Irving,PM,Shipping,95.31,,94.9125,33,2024-10-08,1
2024-10-22,TX Irving,PM,Warehouse,92.98,,95.80250000000001,33,2024-10-08,1
2024-10-29,AZ Phoenix,AM,Production,84.73,,83.34,145,2024-10-15,1
2024-10-29,AZ Phoenix,AM,Quality,92.86,,90.135,34,2024-10-15,1
2024-10-29,AZ Phoenix,AM,Shipping,91.96,,90.31500000000001,34,2024-10-15,1
2024-10-29,AZ Phoenix,AM,Warehouse,91.01,,89.22749999999999,34,2024-10-15,1
2024-10-29,AZ Phoenix,PM,Production,78.28,,80.42750000000001,145,2024-10-15,1
2024-10-29,AZ Phoenix,PM,Quality,84.09,,86.4425,34,2024-10-15,1
2024-10-29,AZ Phoenix,PM,Shipping,96.55,,95.145,34,2024-10-15,1
2024-10-29,AZ Phoenix,PM,Warehouse,90.1,,94.1475,34,2024-10-15,1
2024-10-29,CO Aurora,AM,Production,86.61,,89.48249999999999,143,2024-10-15,1
2024-10-29,CO Aurora,AM,Quality,77.27,,90.895,34,2024-10-15,1
2024-10-29,CO Aurora,AM,Shipping,91.67,,85.41499999999999,34,2024-10-15,1
2024-10-29,CO Aurora,AM,Warehouse,88.46,,87.95249999999999,34,2024-10-15,1
2024-10-29,CO Aurora,PM,Production,83.96,,91.28,143,2024-10-15,1
2024-10-29,CO Aurora,PM,Quality,68.75,,79.7325,34,2024-10-15,1
2024-10-29,CO Aurora,PM,Shipping,93.75,,80.39,34,2024-10-15,1
2024-10-29,CO Aurora,PM,Warehouse,88.89,,87.70500000000001,34,2024-10-15,1
2024-10-29,NJ Newark Lister Ave,AM,Production,88.52,,91.67499999999998,145,2024-10-15,1
2024-10-29,NJ Newark Lister Ave,AM,Quality,84.83,,80.65,34,2024-10-15,1
2024-10-29,NJ Newark Lister Ave,AM,Shipping,89.24,,87.3325,34,2024-10-15,1
2024-10-29,NJ Newark Lister Ave,AM,Warehouse,88.13,,86.03,34,2024-10-15,1
2024-10-29,NJ Newark Lister Ave,PM,Production,85.45,,87.2675,145,2024-10-15,1
2024-10-29,NJ Newark Lister Ave,PM,Quality,89.51,,83.415,34,2024-10-15,1
2024-10-29,NJ Newark Lister Ave,PM,Shipping,76.23,,81.4125,34,2024-10-15,1
2024-10-29,NJ Newark Lister Ave,PM,Warehouse,89.94,,85.5575,34,2024-10-15,1
2024-10-29,NJ Swedesboro Commerce Blvd,AM,Production,88.69,,88.7275,143,2024-10-15,1
2024-10-29,NJ Swedesboro Commerce Blvd,AM,Quality,91.78,,85.83749999999999,34,2024-10-15,1
2024-10-29,NJ Swedesboro Commerce Blvd,AM,Shipping,100.0,,86.6725,34,2024-10-15,1
2024-10-29,NJ Swedesboro Commerce Blvd,AM,Warehouse,91.67,,86.6525,34,2024-10-15,1
2024-10-29,NJ Swedesboro Commerce Blvd,PM,Production,91.27,,90.41,143,2024-10-15,1
2024-10-29,NJ Swedesboro Commerce Blvd,PM,Quality,91.67,,91.845,34,2024-10-15,1
2024-10-29,NJ Swedesboro Commerce Blvd,PM,Shipping,75.0,,95.38999999999999,34,2024-10-15,1
2024-10-29,NJ Swedesboro Commerce Blvd,PM,Warehouse,93.33,,85.93749999999999,34,2024-10-15,1
2024-10-29,TX Grand Prairie Post and Paddock,AM,Production,86.96,,84.125,145,2024-10-15,1
2024-10-29,TX Grand Prairie Post and Paddock,AM,Shipping,91.67,,81.03999999999999,34,2024-10-15,1
2024-10-29,TX Grand Prairie Post and Paddock,AM,Warehouse,80.77,,83.64,34,2024-10-15,1
2024-10-29,TX Grand Prairie Post and Paddock,PM,Production,87.83,,86.585,145,2024-10-15,1
2024-10-29,TX Grand Prairie Post and Paddock,PM,Shipping,75.0,,80.6875,34,2024-10-15,1
2024-10-29,TX Grand Prairie Post and Paddock,PM,Warehouse,90.38,,85.4725,34,2024-10-15,1
2024-10-29,TX Irving,AM,Production,89.67,,87.525,145,2024-10-15,1
2024-10-29,TX Irving,AM,Quality,87.5,,95.92,34,2024-10-15,1
2024-10-29,TX Irving,AM,Shipping,90.7,,88.83250000000001,34,2024-10-15,1
2024-10-29,TX Irving,AM,Warehouse,86.12,,87.895,34,2024-10-15,1
2024-10-29,TX Irving,PM,Production,86.9,,84.4275,145,2024-10-15,1
2024-10-29,TX Irving,PM,Quality,82.48,,89.7,34,2024-10-15,1
2024-10-29,TX Irving,PM,Shipping,103.08,,94.1325,34,2024-10-15,1
2024-10-29,TX Irving,PM,Warehouse,98.21,,95.9625,34,2024-10-15,1
2024-11-05,AZ Phoenix,AM,Production,88.97,,84.42,146,2024-10-22,1
2024-11-05,AZ Phoenix,AM,Quality,100.92,,90.405,35,2024-10-22,1
2024-11-05,AZ Phoenix,AM,Shipping,87.5,,90.29,35,2024-10-22,1
2024-11-05,AZ Phoenix,AM,Warehouse,86.93,,88.5575,35,2024-10-22,1
2024-11-05,AZ Phoenix,PM,Production,83.82,,81.31,146,2024-10-22,1
2024-11-05,AZ Phoenix,PM,Quality,88.51,,84.6625,35,2024-10-22,1
2024-11-05,AZ Phoenix,PM,Shipping,88.52,,92.36749999999999,35,2024-10-22,1
2024-11-05,AZ Phoenix,PM,Warehouse,84.62,,94.16250000000001,35,2024-10-22,1
2024-11-05,CO Aurora,AM,Production,89.62,,90.255,144,2024-10-22,1
2024-11-05,CO Aurora,AM,Quality,90.7,,90.3275,35,2024-10-22,1
2024-11-05,CO Aurora,AM,Shipping,91.67,,83.3325,35,2024-10-22,1
2024-11-05,CO Aurora,AM,Warehouse,67.31,,89.02499999999999,35,2024-10-22,1
2024-11-05,CO Aurora,PM,Production,91.57,,90.5375,144,2024-10-22,1
2024-11-05,CO Aurora,PM,Quality,66.67,,81.5025,35,2024-10-22,1
2024-11-05,CO Aurora,PM,Shipping,81.25,,79.4975,35,2024-10-22,1
2024-11-05,CO Aurora,PM,Warehouse,88.89,,85.52250000000001,35,2024-10-22,1
2024-11-05,NJ Newark Lister Ave,AM,Production,90.59,,91.8675,146,2024-10-22,1
2024-11-05,NJ Newark Lister Ave,AM,Quality,85.98,,80.39750000000001,35,2024-10-22,1
2024-11-05,NJ Newark Lister Ave,AM,Shipping,88.37,,86.89,35,2024-10-22,1
2024-11-05,NJ Newark Lister Ave,AM,Warehouse,88.93,,86.0175,35,2024-10-22,1
2024-11-05,NJ Newark Lister Ave,PM,Production,85.56,,86.68249999999999,146,2024-10-22,1
2024-11-05,NJ Newark Lister Ave,PM,Quality,87.5,,83.095,35,2024-10-22,1
2024-11-05,NJ Newark Lister Ave,PM,Shipping,79.82,,79.67,35,2024-10-22,1
2024-11-05,NJ Newark Lister Ave,PM,Warehouse,87.22,,86.57,35,2024-10-22,1
2024-11-05,NJ Swedesboro Commerce Blvd,AM,Production,85.66,,89.0275,144,2024-10-22,1
2024-11-05,NJ Swedesboro Commerce Blvd,AM,Quality,90.41,,85.76750000000001,35,2024-10-22,1
2024-11-05,NJ Swedesboro Commerce Blvd,AM,Shipping,90.63,,86.6725,35,2024-10-22,1
2024-11-05,NJ Swedesboro Commerce Blvd,AM,Warehouse,89.77,,86.16,35,2024-10-22,1
2024-11-05,NJ Swedesboro Commerce Blvd,PM,Production,89.47,,90.13499999999999,144,2024-10-22,1
2024-11-05,NJ Swedesboro Commerce Blvd,PM,Quality,77.78,,91.1675,35,2024-10-22,1
2024-11-05,NJ Swedesboro Commerce Blvd,PM,Shipping,90.48,,89.8875,35,2024-10-22,1
2024-11-05,NJ Swedesboro Commerce Blvd,PM,Warehouse,75.81,,86.0175,35,2024-10-22,1
2024-11-05,TX Grand Prairie Post and Paddock,AM,Production,85.62,,83.015,146,2024-10-22,1
2024-11-05,TX Grand Prairie Post and Paddock,AM,Shipping,86.11,,83.85249999999999,35,2024-10-22,1
2024-11-05,TX Grand Prairie Post and Paddock,AM,Warehouse,90.57,,84.145,35,2024-10-22,1
2024-11-05,TX Grand Prairie Post and Paddock,PM,Production,83.33,,86.2075,146,2024-10-22,1
2024-11-05,TX Grand Prairie Post and Paddock,PM,Shipping,93.75,,73.04,35,2024-10-22,1
2024-11-05,TX Grand Prairie Post and Paddock,PM,Warehouse,84.62,,86.25999999999999,35,2024-10-22,1
2024-11-05,TX Irving,AM,Production,91.31,,88.02000000000001,146,2024-10-22,1
2024-11-05,TX Irving,AM,Quality,91.73,,94.42,35,2024-10-22,1
2024-11-05,TX Irving,AM,Shipping,87.88,,86.57,35,2024-10-22,1
2024-11-05,TX Irving,AM,Warehouse,91.34,,88.97999999999999,35,2024-10-22,1
2024-11-05,TX Irving,PM,Production,87.38,,84.955,146,2024-10-22,1
2024-11-05,TX Irving,PM,Quality,84.85,,87.12,35,2024-10-22,1
2024-11-05,TX Irving,PM,Shipping,97.06,,92.96,35,2024-10-22,1
2024-11-05,TX Irving,PM,Warehouse,89.96,,95.58000000000001,35,2024-10-22,1
2024-11-12,AZ Phoenix,AM,Production,89.3,,85.0175,147,2024-10-29,1
2024-11-12,AZ Phoenix,AM,Quality,91.15,,90.3025,36,2024-10-29,1
2024-11-12,AZ Phoenix,AM,Shipping,84.55,,90.30749999999999,36,2024-10-29,1
2024-11-12,AZ Phoenix,AM,Warehouse,86.55,,88.2425,36,2024-10-29,1
2024-11-12,AZ Phoenix,PM,Production,82.75,,81.075,147,2024-10-29,1
2024-11-12,AZ Phoenix,PM,Quality,91.57,,82.315,36,2024-10-29,1
2024-11-12,AZ Phoenix,PM,Shipping,88.89,,88.07249999999999,36,2024-10-29,1
2024-11-12,AZ Phoenix,PM,Warehouse,93.07,,93.89250000000001,36,2024-10-29,1
2024-11-12,CO Aurora,AM,Production,94.05,,89.185,145,2024-10-29,1
2024-11-12,CO Aurora,AM,Quality,93.18,,85.8075,36,2024-10-29,1
2024-11-12,CO Aurora,AM,Shipping,91.67,,85.4175,36,2024-10-29,1
2024-11-12,CO Aurora,AM,Warehouse,86.27,,88.45500000000001,36,2024-10-29,1
2024-11-12,CO Aurora,PM,Production,92.79,,88.70249999999999,145,2024-10-29,1
2024-11-12,CO Aurora,PM,Quality,68.75,,81.0425,36,2024-10-29,1
2024-11-12,CO Aurora,PM,Shipping,81.25,,83.705,36,2024-10-29,1
2024-11-12,CO Aurora,PM,Warehouse,93.75,,83.5025,36,2024-10-29,1
2024-11-12,NJ Newark Lister Ave,AM,Production,96.29,,91.1325,147,2024-10-29,1
2024-11-12,NJ Newark Lister Ave,AM,Quality,91.39,,81.67750000000001,36,2024-10-29,1
2024-11-12,NJ Newark Lister Ave,AM,Shipping,85.5,,86.1725,36,2024-10-29,1
2024-11-12,NJ Newark Lister Ave,AM,Warehouse,90.71,,86.2,36,2024-10-29,1
2024-11-12,NJ Newark Lister Ave,PM,Production,86.96,,85.81,147,2024-10-29,1
2024-11-12,NJ Newark Lister Ave,PM,Quality,87.25,,85.6875,36,2024-10-29,1
2024-11-12,NJ Newark Lister Ave,PM,Shipping,75.23,,76.4925,36,2024-10-29,1
2024-11-12,NJ Newark Lister Ave,PM,Warehouse,82.29,,87.27250000000001,36,2024-10-29,1
2024-11-12,NJ Swedesboro Commerce Blvd,AM,Production,87.76,,88.95249999999999,145,2024-10-29,1
2024-11-12,NJ Swedesboro Commerce Blvd,AM,Quality,92.75,,88.7125,36,2024-10-29,1
2024-11-12,NJ Swedesboro Commerce Blvd,AM,Shipping,90.63,,93.49,36,2024-10-29,1
2024-11-12,NJ Swedesboro Commerce Blvd,AM,Warehouse,84.09,,87.89999999999999,36,2024-10-29,1
2024-11-12,NJ Swedesboro Commerce Blvd,PM,Production,90.76,,90.49,145,2024-10-29,1
2024-11-12,NJ Swedesboro Commerce Blvd,PM,Quality,84.48,,90.2225,36,2024-10-29,1
2024-11-12,NJ Swedesboro Commerce Blvd,PM,Shipping,95.45,,86.0575,36,2024-10-29,1
2024-11-12,NJ Swedesboro Commerce Blvd,PM,Warehouse,79.03,,87.1275,36,2024-10-29,1
2024-11-12,TX Grand Prairie Post and Paddock,AM,Production,88.08,,84.63,147,2024-10-29,1
2024-11-12,TX Grand Prairie Post and Paddock,AM,Shipping,85.29,,83.0525,36,2024-10-29,1
2024-11-12,TX Grand Prairie Post and Paddock,AM,Warehouse,87.5,,82.64,36,2024-10-29,1
2024-11-12,TX Grand Prairie Post and Paddock,PM,Production,84.21,,86.60499999999999,147,2024-10-29,1
2024-11-12,TX Grand Prairie Post and Paddock,PM,Shipping,75.0,,74.6025,36,2024-10-29,1
2024-11-12,TX Grand Prairie Post and Paddock,PM,Warehouse,70.59,,85.2975,36,2024-10-29,1
2024-11-12,TX Irving,AM,Production,89.55,,88.85,147,2024-10-29,1
2024-11-12,TX Irving,AM,Quality,84.85,,91.11,36,2024-10-29,1
2024-11-12,TX Irving,AM,Shipping,84.13,,88.32000000000001,36,2024-10-29,1
2024-11-12,TX Irving,AM,Warehouse,92.27,,88.3425,36,2024-10-29,1
2024-11-12,TX Irving,PM,Production,87.58,,85.3925,147,2024-10-29,1
2024-11-12,TX Irving,PM,Quality,83.46,,85.24,36,2024-10-29,1
2024-11-12,TX Irving,PM,Shipping,92.75,,95.12,36,2024-10-29,1
2024-11-12,TX Irving,PM,Warehouse,96.44,,95.75,36,2024-10-29,1
2024-11-19,AZ Phoenix,AM,Production,89.26,,85.5625,148,2024-11-05,1
2024-11-19,AZ Phoenix,AM,Quality,89.09,,93.3625,37,2024-11-05,1
2024-11-19,AZ Phoenix,AM,Shipping,88.46,,90.3925,37,2024-11-05,1
2024-11-19,AZ Phoenix,AM,Warehouse,89.41,,88.885,37,2024-11-05,1
2024-11-19,AZ Phoenix,PM,Production,86.6,,81.6875,148,2024-11-05,1
2024-11-19,AZ Phoenix,PM,Quality,85.88,,85.895,37,2024-11-05,1
2024-11-19,AZ Phoenix,PM,Shipping,86.36,,90.905,37,2024-11-05,1
2024-11-19,AZ Phoenix,PM,Warehouse,90.0,,92.21000000000001,37,2024-11-05,1
2024-11-19,CO Aurora,AM,Production,93.14,,88.8425,146,2024-11-05,1
2024-11-19,CO Aurora,AM,Quality,71.11,,86.8925,37,2024-11-05,1
2024-11-19,CO Aurora,AM,Shipping,100.0,,89.58500000000001,37,2024-11-05,1
2024-11-19,CO Aurora,AM,Warehouse,84.62,,83.00999999999999,37,2024-11-05,1
2024-11-19,CO Aurora,PM,Production,87.5,,88.75,146,2024-11-05,1
2024-11-19,CO Aurora,PM,Quality,73.33,,78.96000000000001,37,2024-11-05,1
2024-11-19,CO Aurora,PM,Shipping,81.25,,84.375,37,2024-11-05,1
2024-11-19,CO Aurora,PM,Warehouse,87.5,,82.1525,37,2024-11-05,1
2024-11-19,NJ Newark Lister Ave,AM,Production,88.94,,91.23249999999999,148,2024-11-05,1
2024-11-19,NJ Newark Lister Ave,AM,Quality,80.84,,83.295,37,2024-11-05,1
2024-11-19,NJ Newark Lister Ave,AM,Shipping,79.22,,87.09,37,2024-11-05,1
2024-11-19,NJ Newark Lister Ave,AM,Warehouse,78.7,,86.465,37,2024-11-05,1
2024-11-19,NJ Newark Lister Ave,PM,Production,84.86,,85.75999999999999,148,2024-11-05,1
2024-11-19,NJ Newark Lister Ave,PM,Quality,71.81,,85.2825,37,2024-11-05,1
2024-11-19,NJ Newark Lister Ave,PM,Shipping,68.2,,76.66999999999999,37,2024-11-05,1
2024-11-19,NJ Newark Lister Ave,PM,Warehouse,73.56,,88.4725,37,2024-11-05,1
2024-11-19,NJ Swedesboro Commerce Blvd,AM,Production,86.06,,88.52749999999999,146,2024-11-05,1
2024-11-19,NJ Swedesboro Commerce Blvd,AM,Quality,92.96,,89.88749999999999,37,2024-11-05,1
2024-11-19,NJ Swedesboro Commerce Blvd,AM,Shipping,90.63,,95.315,37,2024-11-05,1
2024-11-19,NJ Swedesboro Commerce Blvd,AM,Warehouse,90.8,,88.78999999999999,37,2024-11-05,1
2024-11-19,NJ Swedesboro Commerce Blvd,PM,Production,91.18,,90.1425,146,2024-11-05,1
2024-11-19,NJ Swedesboro Commerce Blvd,PM,Quality,84.38,,87.35999999999999,37,2024-11-05,1
2024-11-19,NJ Swedesboro Commerce Blvd,PM,Shipping,72.73,,85.6,37,2024-11-05,1
2024-11-19,NJ Swedesboro Commerce Blvd,PM,Warehouse,85.94,,85.49249999999999,37,2024-11-05,1
2024-11-19,TX Grand Prairie Post and Paddock,AM,Production,89.8,,85.3075,148,2024-11-05,1
2024-11-19,TX Grand Prairie Post and Paddock,AM,Shipping,94.12,,82.705,37,2024-11-05,1
2024-11-19,TX Grand Prairie Post and Paddock,AM,Warehouse,80.36,,84.63,37,2024-11-05,1
2024-11-19,TX Grand Prairie Post and Paddock,PM,Production,91.3,,85.8275,148,2024-11-05,1
2024-11-19,TX Grand Prairie Post and Paddock,PM,Shipping,81.25,,77.2075,37,2024-11-05,1
2024-11-19,TX Grand Prairie Post and Paddock,PM,Warehouse,75.0,,83.8575,37,2024-11-05,1
2024-11-19,TX Irving,AM,Production,90.06,,89.6,148,2024-11-05,1
2024-11-19,TX Irving,AM,Quality,87.79,,90.8675,37,2024-11-05,1
2024-11-19,TX Irving,AM,Shipping,87.5,,88.2975,37,2024-11-05,1
2024-11-19,TX Irving,AM,Warehouse,88.03,,89.20750000000001,37,2024-11-05,1
2024-11-19,TX Irving,PM,Production,86.0,,86.10249999999999,148,2024-11-05,1
2024-11-19,TX Irving,PM,Quality,88.62,,85.2825,37,2024-11-05,1
2024-11-19,TX Irving,PM,Shipping,91.18,,95.8775,37,2024-11-05,1
2024-11-19,TX Irving,PM,Warehouse,96.48,,93.99,37,2024-11-05,1
2024-11-26,AZ Phoenix,AM,Production,81.37,,87.13,149,2024-11-12,1
2024-11-26,AZ Phoenix,AM,Quality,73.39,,93.97999999999999,38,2024-11-12,1
2024-11-26,AZ Phoenix,AM,Shipping,67.29,,88.3,38,2024-11-12,1
2024-11-26,AZ Phoenix,AM,Warehouse,65.12,,88.205,38,2024-11-12,1
2024-11-26,AZ Phoenix,PM,Production,84.45,,81.695,149,2024-11-12,1
2024-11-26,AZ Phoenix,PM,Quality,70.89,,88.2325,38,2024-11-12,1
2024-11-26,AZ Phoenix,PM,Shipping,79.71,,90.7125,38,2024-11-12,1
2024-11-26,AZ Phoenix,PM,Warehouse,76.04,,91.45750000000001,38,2024-11-12,1
2024-11-26,CO Aurora,AM,Production,89.17,,90.285,147,2024-11-12,1
2024-11-26,CO Aurora,AM,Quality,81.82,,85.74249999999999,38,2024-11-12,1
2024-11-26,CO Aurora,AM,Shipping,75.0,,91.67,38,2024-11-12,1
2024-11-26,CO Aurora,AM,Warehouse,78.85,,83.01,38,2024-11-12,1
2024-11-26,CO Aurora,PM,Production,90.48,,89.32749999999999,147,2024-11-12,1
2024-11-26,CO Aurora,PM,Quality,56.25,,74.47999999999999,38,2024-11-12,1
2024-11-26,CO Aurora,PM,Shipping,68.75,,82.8125,38,2024-11-12,1
2024-11-26,CO Aurora,PM,Warehouse,78.13,,88.02250000000001,38,2024-11-12,1
2024-11-26,NJ Newark Lister Ave,AM,Production,87.95,,92.21249999999999,149,2024-11-12,1
2024-11-26,NJ Newark Lister Ave,AM,Quality,74.06,,86.6575,38,2024-11-12,1
2024-11-26,NJ Newark Lister Ave,AM,Shipping,74.52,,86.5775,38,2024-11-12,1
2024-11-26,NJ Newark Lister Ave,AM,Warehouse,75.0,,87.62249999999999,38,2024-11-12,1
2024-11-26,NJ Newark Lister Ave,PM,Production,88.71,,85.8525,149,2024-11-12,1
2024-11-26,NJ Newark Lister Ave,PM,Quality,76.97,,87.1275,38,2024-11-12,1
2024-11-26,NJ Newark Lister Ave,PM,Shipping,79.91,,76.3275,38,2024-11-12,1
2024-11-26,NJ Newark Lister Ave,PM,Warehouse,77.33,,86.685,38,2024-11-12,1
2024-11-26,NJ Swedesboro Commerce Blvd,AM,Production,87.89,,87.89999999999999,147,2024-11-12,1
2024-11-26,NJ Swedesboro Commerce Blvd,AM,Quality,84.93,,89.5675,38,2024-11-12,1
2024-11-26,NJ Swedesboro Commerce Blvd,AM,Shipping,68.75,,93.7525,38,2024-11-12,1
2024-11-26,NJ Swedesboro Commerce Blvd,AM,Warehouse,75.0,,88.2225,38,2024-11-12,1
2024-11-26,NJ Swedesboro Commerce Blvd,PM,Production,88.32,,89.9925,147,2024-11-12,1
2024-11-26,NJ Swedesboro Commerce Blvd,PM,Quality,63.24,,85.94,38,2024-11-12,1
2024-11-26,NJ Swedesboro Commerce Blvd,PM,Shipping,72.73,,85.425,38,2024-11-12,1
2024-11-26,NJ Swedesboro Commerce Blvd,PM,Warehouse,68.66,,84.66250000000001,38,2024-11-12,1
2024-11-26,TX Grand Prairie Post and Paddock,AM,Production,82.14,,85.9225,149,2024-11-12,1
2024-11-26,TX Grand Prairie Post and Paddock,AM,Shipping,83.33,,86.08,38,2024-11-12,1
2024-11-26,TX Grand Prairie Post and Paddock,AM,Warehouse,73.68,,86.825,38,2024-11-12,1
2024-11-26,TX Grand Prairie Post and Paddock,PM,Production,84.71,,84.9575,149,2024-11-12,1
2024-11-26,TX Grand Prairie Post and Paddock,PM,Shipping,68.75,,76.72749999999999,38,2024-11-12,1
2024-11-26,TX Grand Prairie Post and Paddock,PM,Warehouse,65.96,,81.89750000000001,38,2024-11-12,1
2024-11-26,TX Irving,AM,Production,86.6,,89.73,149,2024-11-12,1
2024-11-26,TX Irving,AM,Quality,69.7,,88.005,38,2024-11-12,1
2024-11-26,TX Irving,AM,Shipping,81.67,,86.71000000000001,38,2024-11-12,1
2024-11-26,TX Irving,AM,Warehouse,75.65,,90.215,38,2024-11-12,1
2024-11-26,TX Irving,PM,Production,88.52,,86.66,149,2024-11-12,1
2024-11-26,TX Irving,PM,Quality,73.64,,83.4375,38,2024-11-12,1
2024-11-26,TX Irving,PM,Shipping,79.41,,97.05000000000001,38,2024-11-12,1
2024-11-26,TX Irving,PM,Warehouse,83.04,,94.3975,38,2024-11-12,1
2024-12-03,AZ Phoenix,AM,Production,90.57,,88.06500000000001,150,2024-11-19,1
2024-12-03,AZ Phoenix,AM,Quality,89.42,,93.505,39,2024-11-19,1
2024-12-03,AZ Phoenix,AM,Shipping,87.96,,88.11749999999999,39,2024-11-19,1
2024-12-03,AZ Phoenix,AM,Warehouse,81.92,,88.475,39,2024-11-19,1
2024-12-03,AZ Phoenix,PM,Production,86.21,,82.8625,150,2024-11-19,1
2024-12-03,AZ Phoenix,PM,Quality,85.71,,87.51249999999999,39,2024-11-19,1
2024-12-03,AZ Phoenix,PM,Shipping,86.96,,90.08,39,2024-11-19,1
2024-12-03,AZ Phoenix,PM,Warehouse,82.42,,89.44749999999999,39,2024-11-19,1
2024-12-03,CO Aurora,AM,Production,89.12,,90.855,148,2024-11-19,1
2024-12-03,CO Aurora,AM,Quality,84.44,,83.065,39,2024-11-19,1
2024-12-03,CO Aurora,AM,Shipping,75.0,,93.7525,39,2024-11-19,1
2024-12-03,CO Aurora,AM,Warehouse,84.31,,81.665,39,2024-11-19,1
2024-12-03,CO Aurora,PM,Production,87.34,,88.955,148,2024-11-19,1
2024-12-03,CO Aurora,PM,Quality,86.67,,69.375,39,2024-11-19,1
2024-12-03,CO Aurora,PM,Shipping,81.25,,84.375,39,2024-11-19,1
2024-12-03,CO Aurora,PM,Warehouse,87.5,,89.7575,39,2024-11-19,1
2024-12-03,NJ Newark Lister Ave,AM,Production,91.09,,91.085,150,2024-11-19,1
2024-12-03,NJ Newark Lister Ave,AM,Quality,88.57,,85.76,39,2024-11-19,1
2024-12-03,NJ Newark Lister Ave,AM,Shipping,88.08,,85.5825,39,2024-11-19,1
2024-12-03,NJ Newark Lister Ave,AM,Warehouse,80.67,,86.6175,39,2024-11-19,1
