WEEK_BEGIN,WEEK_NUMBER,WORK_LOCATION,SHIFT_TIME,DEPARTMENT_GROUP,ACTUAL_ATTENDANCE_RATE,GREYKITE_FORECAST,MOVING_AVG_4WEEK_FORECAST,SIX_WEEK_ROLLING_AVG,EXPONENTIAL_SMOOTHING
8/8/24,2024-W33,TX Irving,PM,Production,84.94,88.71082860138691,83.57803,84.73415375,83.35751343
8/8/24,2024-W33,TX Irving,PM,Shipping,86.96,87.40650617,84.66077,87.72277069,84.06987762
8/8/24,2024-W33,TX Irving,PM,Warehouse,90.41,93.61878388764366,92.88929,93.6526947,94.85294342
8/15/24,2024-W34,AZ Phoenix,AM,Production,86.29,88.75481132944518,88.03294,87.9310379,87.44576263
8/15/24,2024-W34,AZ Phoenix,AM,Shipping,86.07,85.61829629,84.28571,86.22516632,84.8744812
8/15/24,2024-W34,AZ Phoenix,AM,Warehouse,86.36,86.09142436523808,81.143555,81.20915222,81.05443573
8/15/24,2024-W34,AZ Phoenix,PM,Production,78.35,85.46196144805124,83.36807,82.80288696,82.13388824
8/15/24,2024-W34,AZ Phoenix,PM,Shipping,91.43,90.72757216,93.006996,93.99538422,95.13245392
8/15/24,2024-W34,AZ Phoenix,PM,Warehouse,98.21,95.48381415,91.97531,90.14844513,88.22097015
8/15/24,2024-W34,CO Aurora,AM,Production,88.35,88.55437360960482,82.52487,85.22226715,84.43463135
8/15/24,2024-W34,CO Aurora,AM,Shipping,85.71,80.03896210512369,97.14286,96.36363983,80
8/15/24,2024-W34,CO Aurora,AM,Warehouse,87.76,87.30702335113412,91.037735,86.30952454,88.5712204
8/15/24,2024-W34,CO Aurora,PM,Production,93.23,90.92246104557657,89.43894,89.22436523,82.92682648
8/15/24,2024-W34,CO Aurora,PM,Shipping,75,79.89606998158996,82.45614,81.60919189,82.16399384
8/15/24,2024-W34,CO Aurora,PM,Warehouse,77.42,84.53362644066907,87.431694,87.545784,87.58345795
8/15/24,2024-W34,NJ Newark Lister Ave,AM,Production,89.84,88.13117367055908,89.77885,89.74954224,90.11961365
8/15/24,2024-W34,NJ Newark Lister Ave,AM,Shipping,88.7,87.44533177147075,86.846405,87.5068512,87.27224731
8/15/24,2024-W34,NJ Newark Lister Ave,AM,Warehouse,83.06,84.60587088516294,84.95298,85.63574219,84.31375885
8/15/24,2024-W34,NJ Newark Lister Ave,PM,Production,86.42,87.58873617267928,87.920525,87.67404175,93.35472107
8/15/24,2024-W34,NJ Newark Lister Ave,PM,Shipping,95.4,92.92698632324392,86.2119,87.97709656,93.29268646
8/15/24,2024-W34,NJ Newark Lister Ave,PM,Warehouse,88.24,83.92382436291754,84.059944,84.27672577,81.79462433
8/15/24,2024-W34,NJ Swedesboro Commerce Blvd,AM,Production,85.59,87.05021112829334,83.099686,84.57323456,68.31922913
8/15/24,2024-W34,NJ Swedesboro Commerce Blvd,AM,Shipping,83.33,86.31185902270148,84.666664,86.95652008,87.20345306
8/15/24,2024-W34,NJ Swedesboro Commerce Blvd,AM,Warehouse,86.75,85.3953812,81.438515,82.81938171,74.54531097
8/15/24,2024-W34,NJ Swedesboro Commerce Blvd,PM,Production,88.33,89.66002907176883,89.23547,89.43907166,89.263237
8/15/24,2024-W34,NJ Swedesboro Commerce Blvd,PM,Shipping,90.48,89.73127875,87.5,89.02439117,90.70548248
8/15/24,2024-W34,NJ Swedesboro Commerce Blvd,PM,Warehouse,92.54,91.15265053051898,83.959045,84.84848785,83.01886749
8/15/24,2024-W34,TX Irving,AM,Production,88.24,90.97738553651757,86.8227,87.79551697,90.63693237
8/15/24,2024-W34,TX Irving,AM,Shipping,96.43,93.21568268853278,88.19562,87.86058044,87.00770569
8/15/24,2024-W34,TX Irving,AM,Warehouse,95.61,91.03724096,83.2,83.27298737,86.78082275
8/15/24,2024-W34,TX Irving,PM,Production,84.39,87.14021896651916,85.09921,84.49419403,88.25481415
8/15/24,2024-W34,TX Irving,PM,Shipping,82.43,82.86463195,83.185844,87.25099945,86.06928253
8/15/24,2024-W34,TX Irving,PM,Warehouse,95.51,94.50432022166741,94.246574,93.91932678,95.24237823
8/22/24,2024-W35,AZ Phoenix,AM,Production,87.77,91.81369321438086,87.37582,87.59726715,85.85754395
8/22/24,2024-W35,AZ Phoenix,AM,Shipping,81.9,84.84004371109076,84.14376,85.38251495,84.965271
8/22/24,2024-W35,AZ Phoenix,AM,Warehouse,80,83.22808456485845,80.60976,81.01473236,81
8/22/24,2024-W35,AZ Phoenix,PM,Production,78.41,87.91334859758506,83.57571,83.20087433,82.4285965
8/22/24,2024-W35,AZ Phoenix,PM,Shipping,91.89,92.18377155841151,90.07092,90.86650848,86.44848633
8/22/24,2024-W35,AZ Phoenix,PM,Warehouse,95.76,99.82143287,89.640594,89.37931061,86.93682861
8/22/24,2024-W35,CO Aurora,AM,Production,93.01,90.92426258047226,84.118355,85.70306396,86.48903656
8/22/24,2024-W35,CO Aurora,AM,Shipping,91.67,87.19265826182833,97.297295,96.4912262,98.51558685
8/22/24,2024-W35,CO Aurora,AM,Warehouse,90,92.30002827677215,90.40404,89.62264252,89.03633118
8/22/24,2024-W35,CO Aurora,PM,Production,87.32,93.66738032296655,89.303734,88.84976196,91.24087524
8/22/24,2024-W35,CO Aurora,PM,Shipping,91.67,86.14498688713743,86.206894,85.22727203,86.04138947
8/22/24,2024-W35,CO Aurora,PM,Warehouse,88.24,82.04894601433199,88.16568,87.87878418,90.05349731
8/22/24,2024-W35,NJ Newark Lister Ave,AM,Production,89.81,91.89682112361696,89.749504,89.65407562,89.68747711
8/22/24,2024-W35,NJ Newark Lister Ave,AM,Shipping,88.22,88.29676580821152,88.71627,88.36065674,93.15960693
8/22/24,2024-W35,NJ Newark Lister Ave,AM,Warehouse,80,79.29856614206683,85.85005,86.09364319,88.60649872
8/22/24,2024-W35,NJ Newark Lister Ave,PM,Production,87.54,91.72830436069826,88.33978,88.21337891,89.64493561
8/22/24,2024-W35,NJ Newark Lister Ave,PM,Shipping,93.14,93.51180074230119,86.87315,87.29547882,88.81522369
8/22/24,2024-W35,NJ Newark Lister Ave,PM,Warehouse,76.57,79.25577425847203,83.19783,83.70837402,82.01058197
8/22/24,2024-W35,NJ Swedesboro Commerce Blvd,AM,Production,88.43,87.27705245,84.02681,85.32351685,85.93367004
8/22/24,2024-W35,NJ Swedesboro Commerce Blvd,AM,Shipping,88.89,87.65006627168894,86.30137,88.49557495,89.83167267
8/22/24,2024-W35,NJ Swedesboro Commerce Blvd,AM,Warehouse,89.87,91.75819208,82.48731,82.45341492,82.29634857
8/22/24,2024-W35,NJ Swedesboro Commerce Blvd,PM,Production,88.11,90.89793588257086,89.09091,89.67136383,89.4228363
8/22/24,2024-W35,NJ Swedesboro Commerce Blvd,PM,Shipping,88.1,89.03524608961764,88.679245,90.61224365,94.05401611
8/22/24,2024-W35,NJ Swedesboro Commerce Blvd,PM,Warehouse,92.65,91.46990618665069,84.91228,86.06741333,90.12025452
8/22/24,2024-W35,TX Irving,AM,Production,88.29,92.55919717541315,89.84112,87.38303375,88.74330902
8/22/24,2024-W35,TX Irving,AM,Shipping,87.59,88.45457342,86.733,86.47399139,82.92018127
8/22/24,2024-W35,TX Irving,AM,Warehouse,84.04,89.20790205118533,84.80279,84.14360809,87.1183548
8/22/24,2024-W35,TX Irving,PM,Production,86.97,90.34513078288894,85.902504,85.43831635,87.00743866
8/22/24,2024-W35,TX Irving,PM,Shipping,86.96,87.61900039528051,83.641975,85.16260529,88.4747467
8/22/24,2024-W35,TX Irving,PM,Warehouse,99.23,98.47290493644418,93.36967,93.08478546,89.12281036
8/29/24,2024-W36,AZ Phoenix,AM,Production,90.52,91.2158166,87.4203,87.88320923,87.25242615
8/29/24,2024-W36,AZ Phoenix,AM,Shipping,98.25,94.14627873231463,83.11688,83.89355469,81.41481018
8/29/24,2024-W36,AZ Phoenix,AM,Warehouse,85.94,81.20741007492653,80.24844,80.85808563,80.43532562
8/29/24,2024-W36,AZ Phoenix,PM,Production,83.21,87.61020324873752,83.09481,83.80625153,85.96491241
8/29/24,2024-W36,AZ Phoenix,PM,Shipping,90.41,89.16971121803269,89.89547,90.46511841,89.93796539
8/29/24,2024-W36,AZ Phoenix,PM,Warehouse,95.54,90.04457539385552,84.84849,88.43441772,82.08711243
8/29/24,2024-W36,CO Aurora,AM,Production,92.87,89.24054015099682,86.70923,86.746521,93.20220184
8/29/24,2024-W36,CO Aurora,AM,Shipping,75,85.68744807116254,94.871796,96.61016846,91.66666412
8/29/24,2024-W36,CO Aurora,AM,Warehouse,96.15,92.46017363590549,91.62304,92.23300934,96.63812256
8/29/24,2024-W36,CO Aurora,PM,Production,92.31,92.97769493339028,89.205956,90.08097076,93.53100586
8/29/24,2024-W36,CO Aurora,PM,Shipping,83.33,85.44807639000973,86.44068,86.51685333,87.5
8/29/24,2024-W36,CO Aurora,PM,Warehouse,81.25,84.08099020227529,90.96774,89.80392456,92.74182129
8/29/24,2024-W36,NJ Newark Lister Ave,AM,Production,89.62,94.04017596940619,89.160675,89.76152802,89.97180939
8/29/24,2024-W36,NJ Newark Lister Ave,AM,Shipping,84.56,85.09748840940216,91.207886,88.96174622,89.41513062
8/29/24,2024-W36,NJ Newark Lister Ave,AM,Warehouse,81.74,80.55921516174244,86.21421,86.63853455,86.80696106
8/29/24,2024-W36,NJ Newark Lister Ave,PM,Production,95.78,93.64133992325868,88.74082,88.55284882,90.45202637
8/29/24,2024-W36,NJ Newark Lister Ave,PM,Shipping,99.42,100.06308506961278,90.51205,88.70333862,92.5251236
8/29/24,2024-W36,NJ Newark Lister Ave,PM,Warehouse,81.46,79.78166861,84.27586,84.65753174,88.37236786
8/29/24,2024-W36,NJ Swedesboro Commerce Blvd,AM,Production,86.02,87.29617157076837,84.337,85.54150391,88.25053406
8/29/24,2024-W36,NJ Swedesboro Commerce Blvd,AM,Shipping,91.67,92.34797210100929,89.43662,88.73873901,90.59263611
8/29/24,2024-W36,NJ Swedesboro Commerce Blvd,AM,Warehouse,92.11,90.94643574035247,84.31373,83.36079407,90.90908813
8/29/24,2024-W36,NJ Swedesboro Commerce Blvd,PM,Production,89.99,88.15793093928656,89.26057,89.85945892,90.48996735
8/29/24,2024-W36,NJ Swedesboro Commerce Blvd,PM,Shipping,95.24,92.49239849945856,92.40506,90.98360443,96.04055023
8/29/24,2024-W36,NJ Swedesboro Commerce Blvd,PM,Warehouse,89.71,88.42652340412951,84.42029,85.09174347,85.39213562
8/29/24,2024-W36,TX Irving,AM,Production,92.79,92.95847672628233,89.465385,87.51194,88.99475861
8/29/24,2024-W36,TX Irving,AM,Shipping,91.11,92.19096830774343,84.57712,85.41202545,82.04270935
8/29/24,2024-W36,TX Irving,AM,Warehouse,88.57,85.25766384881477,86.721504,85.08500671,90.10584259
8/29/24,2024-W36,TX Irving,PM,Production,93.29,92.52331580977715,86.942795,86.26454926,86.77851105
8/29/24,2024-W36,TX Irving,PM,Shipping,92.75,90.20780688871086,85.197365,85.35565186,87.82806396
8/29/24,2024-W36,TX Irving,PM,Warehouse,96.09,96.13408905896833,93.67088,93.14079285,92.80077362
9/5/24,2024-W37,AZ Phoenix,AM,Production,85.54,89.60366624252123,86.423676,87.40003204,86.21221924
9/5/24,2024-W37,AZ Phoenix,AM,Shipping,94.59,96.36908899161462,85.52631,85.14286041,89.19810486
9/5/24,2024-W37,AZ Phoenix,AM,Warehouse,84.21,87.10079608817851,81.163086,80.53244781,80.96624756
9/5/24,2024-W37,AZ Phoenix,PM,Production,85.17,85.05863776825473,83.40807,83.61418152,81.72589111
9/5/24,2024-W37,AZ Phoenix,PM,Shipping,95.65,98.72570928760739,90.03436,90.55299377,90.66665649
9/5/24,2024-W37,AZ Phoenix,PM,Warehouse,82.3,87.24466116692541,86.031044,88.93678284,88.3145752
9/5/24,2024-W37,CO Aurora,AM,Production,89.9,91.15085504,87.92432,86.65406799,88.08229065
9/5/24,2024-W37,CO Aurora,AM,Shipping,91.67,83.53586764,95.12195,96.72131348,97.59964752
9/5/24,2024-W37,CO Aurora,AM,Warehouse,86.54,90.95100435623533,90.860214,91.47541046,90.44955444
9/5/24,2024-W37,CO Aurora,PM,Production,104.92,92.95079383,92.636986,91.72749329,91.63715363
9/5/24,2024-W37,CO Aurora,PM,Shipping,91.67,92.66485978605081,93.22034,87.64044952,92.52970886
9/5/24,2024-W37,CO Aurora,PM,Warehouse,86.21,86.78990434510744,90,87.91666412,84.46763611
9/5/24,2024-W37,NJ Newark Lister Ave,AM,Production,92.78,95.05673746675386,90.28464,89.84819794,89.89022827
9/5/24,2024-W37,NJ Newark Lister Ave,AM,Shipping,89.76,89.40338683444142,91.76955,89.37568665,89.15615845
9/5/24,2024-W37,NJ Newark Lister Ave,AM,Warehouse,82.26,84.26477899,88.09777,87.05136871,87.17713165
9/5/24,2024-W37,NJ Newark Lister Ave,PM,Production,96.08,92.99272670815998,91.27239,89.304245,89.0459671
9/5/24,2024-W37,NJ Newark Lister Ave,PM,Shipping,95.41,95.25543517757058,94.59876,90.55276489,97.38948822
9/5/24,2024-W37,NJ Newark Lister Ave,PM,Warehouse,81.61,83.36288131196072,85.91353,85.54328156,85.960289
9/5/24,2024-W37,NJ Swedesboro Commerce Blvd,AM,Production,86.9,89.73633701313969,84.55859,85.48696136,87.10233307
9/5/24,2024-W37,NJ Swedesboro Commerce Blvd,AM,Shipping,87.5,85.96441277936181,92.753624,88.53211212,88.8888855
9/5/24,2024-W37,NJ Swedesboro Commerce Blvd,AM,Warehouse,83.75,84.48724675,83.03571,84.00702667,83.90804291
9/5/24,2024-W37,NJ Swedesboro Commerce Blvd,PM,Production,85.81,86.17546156294289,92.639,91.1832962,98.28896332
9/5/24,2024-W37,NJ Swedesboro Commerce Blvd,PM,Shipping,95.24,99.88346921389284,100,92.08333588,99.82529449
9/5/24,2024-W37,NJ Swedesboro Commerce Blvd,PM,Warehouse,82.81,89.46932103450571,86.69202,85.10638428,86.8662796
9/5/24,2024-W37,TX Irving,AM,Production,90.69,93.77544907696871,88.87502,89.2408371,86.87050629
9/5/24,2024-W37,TX Irving,AM,Shipping,88.49,88.24095654805923,82.47079,84.58979797,80.26431274
9/5/24,2024-W37,TX Irving,AM,Warehouse,85.58,87.67293096499671,86.25592,84.80124664,84.13048553
9/5/24,2024-W37,TX Irving,PM,Production,90.9,91.37763900110275,89.90826,87.51522827,91.56526184
9/5/24,2024-W37,TX Irving,PM,Shipping,88.41,91.70451148101249,89.3617,86.31346893,92.59302521
9/5/24,2024-W37,TX Irving,PM,Warehouse,94.78,96.47811819,93.73297,93.57575989,94.57410431
9/12/24,2024-W38,AZ Phoenix,AM,Production,84.09,87.26531626577861,87.892815,87.68304443,87.72410583
9/12/24,2024-W38,AZ Phoenix,AM,Shipping,90.91,93.50895449487834,88.57143,86.72438812,92.12104034
9/12/24,2024-W38,AZ Phoenix,AM,Warehouse,84.62,85.60107472232221,82.28498,81.57453918,86.06651306
9/12/24,2024-W38,AZ Phoenix,PM,Production,79.05,80.77198351,83.82222,83.03887177,83.04812622
9/12/24,2024-W38,AZ Phoenix,PM,Shipping,96.97,93.78805813765985,90.44369,91.74311829,91.99037933
9/12/24,2024-W38,AZ Phoenix,PM,Warehouse,88.18,85.53878993,87.19101,87.71929932,91.48608398
9/12/24,2024-W38,CO Aurora,AM,Production,91.25,92.11183703,90.66599,87.08256531,87.37474823
9/12/24,2024-W38,CO Aurora,AM,Shipping,91.67,91.40057728260115,88.23529,89.39393616,86.14427185
9/12/24,2024-W38,CO Aurora,AM,Warehouse,82.14,78.24020960032561,91.86603,90.75907898,90.08938599
9/12/24,2024-W38,CO Aurora,PM,Production,87.72,87.90137715,96.484375,91.79389191,94.70307159
9/12/24,2024-W38,CO Aurora,PM,Shipping,83.33,81.08541314332516,90.32258,86.51685333,82.52898407
9/12/24,2024-W38,CO Aurora,PM,Warehouse,85.71,83.33370522342068,89.20863,88.28829193,87.08489227
9/12/24,2024-W38,NJ Newark Lister Ave,AM,Production,89.38,94.41923346148621,89.264244,89.03742218,88.95211792
9/12/24,2024-W38,NJ Newark Lister Ave,AM,Shipping,91.29,91.80231097686317,89.77741,89.58333588,87.8963089
9/12/24,2024-W38,NJ Newark Lister Ave,AM,Warehouse,96.33,95.75160357147014,88.865326,86.69950867,86.66666412
9/12/24,2024-W38,NJ Newark Lister Ave,PM,Production,86.85,88.0692549,89.09196,88.60999298,84.63661194
9/12/24,2024-W38,NJ Newark Lister Ave,PM,Shipping,90.05,89.34073281726086,93.597565,91.42280579,90.9911499
9/12/24,2024-W38,NJ Newark Lister Ave,PM,Warehouse,89.29,87.62850841466313,86.27451,85.06493378,84.06098175
9/12/24,2024-W38,NJ Swedesboro Commerce Blvd,AM,Production,88.79,90.08088855484259,89.67459,85.47076416,87.57276917
9/12/24,2024-W38,NJ Swedesboro Commerce Blvd,AM,Shipping,81.25,83.02451558056826,94.44444,90.18691254,94.44444275
9/12/24,2024-W38,NJ Swedesboro Commerce Blvd,AM,Warehouse,84.42,82.87482815,85.3026,83.71212006,83.40922546
9/12/24,2024-W38,NJ Swedesboro Commerce Blvd,PM,Production,88.25,84.74725349087934,93.0597,91.02040863,90.21276855
9/12/24,2024-W38,NJ Swedesboro Commerce Blvd,PM,Shipping,95.24,89.51192986713848,98.78788,94.9790802,98.29911041
9/12/24,2024-W38,NJ Swedesboro Commerce Blvd,PM,Warehouse,90.48,80.97095097,86.5942,84.84107208,84.77493286
9/12/24,2024-W38,TX Irving,AM,Production,95.86,93.56111212290485,87.936066,88.63471985,87.44670868
9/12/24,2024-W38,TX Irving,AM,Shipping,92.59,89.82798884185475,81.37584,84.00447083,84.0674057
9/12/24,2024-W38,TX Irving,AM,Warehouse,93.63,91.29699319920898,86.27685,85.66928864,86.14537811
9/12/24,2024-W38,TX Irving,PM,Production,89.18,87.29446038838482,88.51042,87.51315308,87.28720093
9/12/24,2024-W38,TX Irving,PM,Shipping,89.55,86.76395001879236,90.74074,86.89655304,89.14057159
9/12/24,2024-W38,TX Irving,PM,Warehouse,94.83,92.87880036562909,91.8552,93.36982727,92.39686584
9/19/24,2024-W39,AZ Phoenix,AM,Production,83.8,86.73238549352578,88.21507,87.27479553,87.56095123
9/19/24,2024-W39,AZ Phoenix,AM,Shipping,99.1,93.83587905104181,88.62661,87.05036163,86.06557465
9/19/24,2024-W39,AZ Phoenix,AM,Warehouse,87.77,84.27060685601056,83.65508,83.05227661,85.71940613
9/19/24,2024-W39,AZ Phoenix,PM,Production,82.37,80.13102071573587,82.46319,82.68488312,81.47712708
9/19/24,2024-W39,AZ Phoenix,PM,Shipping,93.94,94.0772735,92.881355,91.47465515,91.42857361
9/19/24,2024-W39,AZ Phoenix,PM,Warehouse,93.46,94.56798383224488,91.47982,89.16913605,95.53298187
9/19/24,2024-W39,CO Aurora,AM,Production,88.78,92.27423074973935,89.38776,87.8973999,88.01498413
9/19/24,2024-W39,CO Aurora,AM,Shipping,91.67,98.66356516443679,84.90566,87.14286041,85.7142868
9/19/24,2024-W39,CO Aurora,AM,Warehouse,75.47,77.44144565292503,91.037735,90.03436279,87.75510406
9/19/24,2024-W39,CO Aurora,PM,Production,90.24,88.36869915,97.04724,92.70587921,94.1505661
9/19/24,2024-W39,CO Aurora,PM,Shipping,75,78.91607037404525,84.48276,88.3720932,75
9/19/24,2024-W39,CO Aurora,PM,Warehouse,79.31,82.79341755387746,85.07462,87.68473053,79.23200989
9/19/24,2024-W39,NJ Newark Lister Ave,AM,Production,91.76,93.53693085030646,89.37382,89.76004791,89.83525085
9/19/24,2024-W39,NJ Newark Lister Ave,AM,Shipping,92.68,90.81001404263966,88.64954,90.04947662,88.21806335
9/19/24,2024-W39,NJ Newark Lister Ave,AM,Warehouse,103.29,101.19256951201059,87.13389,86.9992981,86.26063538
9/19/24,2024-W39,NJ Newark Lister Ave,PM,Production,89.57,88.10578225918736,88.38576,89.35762787,86.41578674
9/19/24,2024-W39,NJ Newark Lister Ave,PM,Shipping,83.17,84.04259431405696,95.32428,93.86318207,91.46443939
9/19/24,2024-W39,NJ Newark Lister Ave,PM,Warehouse,87.57,87.99193377,87.913666,85.7142868,86.64261627
9/19/24,2024-W39,NJ Swedesboro Commerce Blvd,AM,Production,87.53,90.16529910491876,87.81773,85.3366394,86.1059494
9/19/24,2024-W39,NJ Swedesboro Commerce Blvd,AM,Shipping,90.63,90.91280273400776,90.97222,91.42857361,85.3960495
9/19/24,2024-W39,NJ Swedesboro Commerce Blvd,AM,Warehouse,81.82,84.53012971304473,85.672516,83.30020142,84.70016479
9/19/24,2024-W39,NJ Swedesboro Commerce Blvd,PM,Production,89.35,84.60942866193542,92.54931,91.4649353,90.10024261
9/19/24,2024-W39,NJ Swedesboro Commerce Blvd,PM,Shipping,83.33,89.74786029950384,96.36364,97.89916229,90.47618866
9/19/24,2024-W39,NJ Swedesboro Commerce Blvd,PM,Warehouse,75.41,82.52836786300153,86.715866,87.12121582,87.03198242
9/19/24,2024-W39,TX Irving,AM,Production,86.72,91.36505692706419,87.91716,88.4829483,87.9641037
9/19/24,2024-W39,TX Irving,AM,Shipping,85.61,90.89158456570662,85.73883,85.37415314,91.36950684
9/19/24,2024-W39,TX Irving,AM,Warehouse,89.1,91.16844877405882,88.34135,88.12748718,89.6493454
9/19/24,2024-W39,TX Irving,PM,Production,87.92,87.23419009,87.30159,87.8891983,86.15511322
9/19/24,2024-W39,TX Irving,PM,Shipping,86.76,89.4599781,88.60294,87.76470947,83.52638245
9/19/24,2024-W39,TX Irving,PM,Warehouse,94.17,94.80927967942365,93.46826,93.47162628,95.50561523
9/26/24,2024-W40,AZ Phoenix,AM,Production,82.4,85.42187354594174,85.19594,85.98282623,78.05825043
9/26/24,2024-W40,AZ Phoenix,AM,Shipping,91.07,95.25361274028376,88.91258,87.01298523,85.83906555
9/26/24,2024-W40,AZ Phoenix,AM,Warehouse,86.24,89.03966413531683,83.7357,82.58283997,82.31220245
9/26/24,2024-W40,AZ Phoenix,PM,Production,80.35,79.50705881,81.06712,82.2495575,80.88362122
9/26/24,2024-W40,AZ Phoenix,PM,Shipping,95,99.27020498136801,93.51536,90.84667969,91.9966507
9/26/24,2024-W40,AZ Phoenix,PM,Warehouse,97.98,96.09630881499825,95.35398,90.51851654,94.32984161
9/26/24,2024-W40,CO Aurora,AM,Production,87.77,93.22263219074902,89.333336,90.78498077,92.59835815
9/26/24,2024-W40,CO Aurora,AM,Shipping,100,92.79519596885181,84.90566,88.31169128,91.66666412
9/26/24,2024-W40,CO Aurora,AM,Warehouse,87.5,87.79678608177802,89.099525,90.90908813,89.80431366
9/26/24,2024-W40,CO Aurora,PM,Production,94.64,91.51147748019156,94.80769,94.17721558,89.68755341
9/26/24,2024-W40,CO Aurora,PM,Shipping,92.86,85.45304315110418,85.18519,88.3720932,88.573349
9/26/24,2024-W40,CO Aurora,PM,Warehouse,100,94.38466392170915,82.57576,87.2549057,85.41271973
9/26/24,2024-W40,NJ Newark Lister Ave,AM,Production,92.71,92.78504410978621,89.30908,89.45121002,89.51052094
9/26/24,2024-W40,NJ Newark Lister Ave,AM,Shipping,84.62,88.29850397999229,87.385895,89.34290314,88.08423615
9/26/24,2024-W40,NJ Newark Lister Ave,AM,Warehouse,93.28,97.10868004283031,84.583336,86.38596344,80.77619171
9/26/24,2024-W40,NJ Newark Lister Ave,PM,Production,87.62,89.05850687957476,87.65685,88.38130188,87.49567413
9/26/24,2024-W40,NJ Newark Lister Ave,PM,Shipping,84.5,84.13522066570853,93.78698,93.83084869,93.42829132
9/26/24,2024-W40,NJ Newark Lister Ave,PM,Warehouse,83.24,84.47767068096636,84.52722,84.98583221,80.70613861
9/26/24,2024-W40,NJ Swedesboro Commerce Blvd,AM,Production,88.16,89.00521927,87.46914,88.77192688,87.97654724
9/26/24,2024-W40,NJ Swedesboro Commerce Blvd,AM,Shipping,93.75,90.42421836,88.888885,91.66666412,88.8888855
9/26/24,2024-W40,NJ Swedesboro Commerce Blvd,AM,Warehouse,89.33,86.74638113679231,85.285286,86.24754333,89.01087189
9/26/24,2024-W40,NJ Swedesboro Commerce Blvd,PM,Production,89.73,84.55363637416843,91.62031,91.53864288,90.11988068
9/26/24,2024-W40,NJ Swedesboro Commerce Blvd,PM,Shipping,102.78,95.87265583713938,94.545456,95.5823288,92.04830933
9/26/24,2024-W40,NJ Swedesboro Commerce Blvd,PM,Warehouse,91.8,89.65227073522563,89.17911,88.56447601,91.37420654
9/26/24,2024-W40,TX Irving,AM,Production,86.14,89.55978142,87.38947,87.85445404,87.33525848
9/26/24,2024-W40,TX Irving,AM,Shipping,94.7,89.51780385,87.323944,84.76517487,88.9292984
9/26/24,2024-W40,TX Irving,AM,Warehouse,86.32,86.45498347299394,86.61887,87.42037964,87.37487793
9/26/24,2024-W40,TX Irving,PM,Production,86.26,87.74188808236302,87.24407,87.61684418,86.90684509
9/26/24,2024-W40,TX Irving,PM,Shipping,100,96.07163070043171,87.59124,88.61985779,86.14582062
9/26/24,2024-W40,TX Irving,PM,Warehouse,97.05,97.05555489475043,95.0188,93.62354279,97.10454559
10/3/24,2024-W41,AZ Phoenix,AM,Production,82.52,85.92270352,86.671455,86.92344666,90.52044678
10/3/24,2024-W41,AZ Phoenix,AM,Shipping,94.59,93.3360282,89.978676,89.08045959,95.14421844
10/3/24,2024-W41,AZ Phoenix,AM,Warehouse,91.71,91.22803325011319,84.87929,83.40461731,85.9375
10/3/24,2024-W41,AZ Phoenix,PM,Production,78.11,76.99583271220502,81.39123,82.14817047,81.98199463
10/3/24,2024-W41,AZ Phoenix,PM,Shipping,109.8,102.89321458727822,92.75862,92.30769348,90.72928619
10/3/24,2024-W41,AZ Phoenix,PM,Warehouse,90.2,93.49855754851319,95.58499,92.89940643,94.80561066
10/3/24,2024-W41,CO Aurora,AM,Production,91.1,95.28396518338039,90.788124,90.82569122,92.85050201
10/3/24,2024-W41,CO Aurora,AM,Shipping,83.33,85.80932138722073,79.245285,84.41558075,84.75891113
10/3/24,2024-W41,CO Aurora,AM,Warehouse,92.59,91.53363806948519,90.82126,91.71974182,93.53517914
10/3/24,2024-W41,CO Aurora,PM,Production,94.2,90.28732486817253,91.09849,94.41558075,91.14592743
10/3/24,2024-W41,CO Aurora,PM,Shipping,76.92,86.55895220828648,82.35294,85.36585236,83.33333588
10/3/24,2024-W41,CO Aurora,PM,Warehouse,93.94,102.33313107831043,83.72093,85,83.79755402
10/3/24,2024-W41,NJ Newark Lister Ave,AM,Production,91.57,92.79157271,89.20177,89.48680115,89.64509583
10/3/24,2024-W41,NJ Newark Lister Ave,AM,Shipping,94.36,90.16118210952068,86.48874,87.90232849,87.56241608
10/3/24,2024-W41,NJ Newark Lister Ave,AM,Warehouse,93.7,90.32171530892758,82.86604,85.03827667,81.81983185
10/3/24,2024-W41,NJ Newark Lister Ave,PM,Production,89.3,85.72410739072444,88.44816,89.38832092,92.1567688
10/3/24,2024-W41,NJ Newark Lister Ave,PM,Shipping,82.69,82.53838679218357,94.36416,95.63924408,95.81904602
10/3/24,2024-W41,NJ Newark Lister Ave,PM,Warehouse,82.46,80.64281800879168,82.14286,84.92366791,80.91699982
10/3/24,2024-W41,NJ Swedesboro Commerce Blvd,AM,Production,88.61,86.41269361137388,87.080894,87.61768341,86.79633331
10/3/24,2024-W41,NJ Swedesboro Commerce Blvd,AM,Shipping,75.76,79.8056757,89.583336,90.74073792,90.97140503
10/3/24,2024-W41,NJ Swedesboro Commerce Blvd,AM,Warehouse,87.06,87.84047744883276,87.26708,87.32394409,86.54626465
10/3/24,2024-W41,NJ Swedesboro Commerce Blvd,PM,Production,90.02,85.32012403591767,89.480736,91.47541046,90.06726074
10/3/24,2024-W41,NJ Swedesboro Commerce Blvd,PM,Shipping,90.32,96.39368092696063,92.85714,94.77911377,93.59334564
